Organism,class,Sequence_Length
Chimpanzee,3,2097
Chimpanzee,3,2097
Chimpanzee,3,1584
Chimpanzee,3,1995
Chimpanzee,3,381
Chimpanzee,6,1326
Chimpanzee,6,1458
Chimpanzee,6,1065
Chimpanzee,6,678
Chimpanzee,6,819
Chimpanzee,0,1650
Chimpanzee,0,948
Chimpanzee,0,1332
Chimpanzee,6,1038
Chimpanzee,6,1008
Chimpanzee,3,1119
Chimpanzee,3,969
Chimpanzee,3,990
Chimpanzee,3,810
Chimpanzee,3,729
Chimpanzee,3,681
Chimpanzee,3,786
Chimpanzee,6,3837
Chimpanzee,6,3813
Chimpanzee,6,1089
Chimpanzee,0,2196
Chimpanzee,2,3564
Chimpanzee,2,3555
Chimpanzee,2,636
Chimpanzee,4,597
Chimpanzee,6,195
Chimpanzee,6,1590
Chimpanzee,6,1488
Chimpanzee,4,1587
Chimpanzee,6,1446
Chimpanzee,0,4665
Chimpanzee,0,4458
Chimpanzee,0,4503
Chimpanzee,0,4758
Chimpanzee,0,4401
Chimpanzee,0,927
Chimpanzee,6,1314
Chimpanzee,4,870
Chimpanzee,4,324
Chimpanzee,1,7044
Chimpanzee,1,7026
Chimpanzee,4,453
Chimpanzee,4,282
Chimpanzee,6,1017
Chimpanzee,6,909
Chimpanzee,6,588
Chimpanzee,0,2622
Chimpanzee,0,2994
Chimpanzee,0,3240
Chimpanzee,3,1506
Chimpanzee,6,876
Chimpanzee,6,747
Chimpanzee,6,753
Chimpanzee,3,1587
Chimpanzee,3,1662
Chimpanzee,3,1572
Chimpanzee,4,2055
Chimpanzee,4,570
Chimpanzee,0,2604
Chimpanzee,0,2238
Chimpanzee,0,2826
Chimpanzee,0,2631
Chimpanzee,0,2319
Chimpanzee,6,3159
Chimpanzee,3,1935
Chimpanzee,3,1812
Chimpanzee,3,390
Chimpanzee,3,177
Chimpanzee,4,438
Chimpanzee,4,186
Chimpanzee,3,627
Chimpanzee,3,1683
Chimpanzee,3,1848
Chimpanzee,3,1923
Chimpanzee,3,1719
Chimpanzee,6,267
Chimpanzee,6,6723
Chimpanzee,4,1260
Chimpanzee,4,243
Chimpanzee,6,1320
Chimpanzee,1,3774
Chimpanzee,1,4863
Chimpanzee,4,939
Chimpanzee,4,666
Chimpanzee,4,396
Chimpanzee,0,1716
Chimpanzee,0,1659
Chimpanzee,0,1803
Chimpanzee,0,1668
Chimpanzee,0,1596
Chimpanzee,5,3360
Chimpanzee,5,3480
Chimpanzee,5,411
Chimpanzee,5,2916
Chimpanzee,6,849
Chimpanzee,6,1842
Chimpanzee,6,759
Chimpanzee,6,708
Chimpanzee,6,816
Chimpanzee,6,510
Chimpanzee,6,780
Chimpanzee,6,693
Chimpanzee,5,2397
Chimpanzee,3,1764
Chimpanzee,3,513
Chimpanzee,6,1116
Chimpanzee,6,1128
Chimpanzee,0,1446
Chimpanzee,6,1005
Chimpanzee,6,921
Chimpanzee,6,3294
Chimpanzee,6,252
Chimpanzee,6,1023
Chimpanzee,6,996
Chimpanzee,5,2796
Chimpanzee,5,2631
Chimpanzee,5,2562
Chimpanzee,5,2448
Chimpanzee,6,2361
Chimpanzee,6,2361
Chimpanzee,6,1479
Chimpanzee,6,1497
Chimpanzee,6,1530
Chimpanzee,4,1068
Chimpanzee,4,1077
Chimpanzee,4,891
Chimpanzee,0,1389
Chimpanzee,0,1056
Chimpanzee,0,2613
Chimpanzee,0,2529
Chimpanzee,6,933
Chimpanzee,6,744
Chimpanzee,2,606
Chimpanzee,2,456
Chimpanzee,6,1197
Chimpanzee,6,2997
Chimpanzee,6,2937
Chimpanzee,6,2934
Chimpanzee,6,2697
Chimpanzee,6,477
Chimpanzee,6,1194
Chimpanzee,2,2103
Chimpanzee,2,1929
Chimpanzee,2,1836
Chimpanzee,6,1116
Chimpanzee,1,3549
Chimpanzee,1,3486
Chimpanzee,1,3240
Chimpanzee,1,3504
Chimpanzee,1,3132
Chimpanzee,1,1629
Chimpanzee,4,210
Chimpanzee,4,993
Chimpanzee,4,1086
Chimpanzee,4,966
Chimpanzee,4,1035
Chimpanzee,4,555
Chimpanzee,6,1044
Chimpanzee,6,957
Chimpanzee,6,843
Chimpanzee,6,951
Chimpanzee,6,1554
Chimpanzee,6,1557
Chimpanzee,6,804
Chimpanzee,0,4743
Chimpanzee,0,4716
Chimpanzee,0,4587
Chimpanzee,0,4539
Chimpanzee,0,4056
Chimpanzee,0,3927
Chimpanzee,0,1104
Chimpanzee,0,312
Chimpanzee,4,1665
Chimpanzee,4,1440
Chimpanzee,0,2067
Chimpanzee,0,2004
Chimpanzee,0,1164
Chimpanzee,1,1269
Chimpanzee,1,1269
Chimpanzee,2,2781
Chimpanzee,2,2736
Chimpanzee,4,1851
Chimpanzee,4,3612
Chimpanzee,4,1890
Chimpanzee,6,2286
Chimpanzee,6,2130
Chimpanzee,6,1686
Chimpanzee,6,1524
Chimpanzee,1,4062
Chimpanzee,1,3459
Chimpanzee,6,498
Chimpanzee,6,1524
Chimpanzee,6,1449
Chimpanzee,6,1389
Chimpanzee,1,4017
Chimpanzee,1,3951
Chimpanzee,1,1086
Chimpanzee,1,2202
Chimpanzee,1,1998
Chimpanzee,1,1626
Chimpanzee,1,549
Chimpanzee,4,411
Chimpanzee,4,333
Chimpanzee,4,1284
Chimpanzee,4,1335
Chimpanzee,4,405
Chimpanzee,4,1125
Chimpanzee,4,1521
Chimpanzee,6,750
Chimpanzee,6,726
Chimpanzee,0,9237
Chimpanzee,0,8622
Chimpanzee,0,9168
Chimpanzee,3,2181
Chimpanzee,5,2907
Chimpanzee,6,1149
Chimpanzee,3,1584
Chimpanzee,3,627
Chimpanzee,3,357
Chimpanzee,2,1620
Chimpanzee,2,1758
Chimpanzee,2,3939
Chimpanzee,6,1005
Chimpanzee,4,1260
Chimpanzee,4,660
Chimpanzee,4,726
Chimpanzee,1,435
Chimpanzee,1,309
Chimpanzee,1,1590
Chimpanzee,1,1530
Chimpanzee,6,1956
Chimpanzee,6,1917
Chimpanzee,6,1866
Chimpanzee,6,918
Chimpanzee,6,1419
Chimpanzee,1,1524
Chimpanzee,1,1527
Chimpanzee,1,1491
Chimpanzee,3,1911
Chimpanzee,3,2157
Chimpanzee,3,2058
Chimpanzee,3,1767
Chimpanzee,3,1332
Chimpanzee,1,4482
Chimpanzee,3,1677
Chimpanzee,3,798
Chimpanzee,6,1320
Chimpanzee,6,1296
Chimpanzee,6,1302
Chimpanzee,6,987
Chimpanzee,6,945
Chimpanzee,6,366
Chimpanzee,6,1584
Chimpanzee,6,1566
Chimpanzee,4,903
Chimpanzee,2,6648
Chimpanzee,2,5994
Chimpanzee,2,6390
Chimpanzee,2,5724
Chimpanzee,2,5724
Chimpanzee,2,2751
Chimpanzee,4,1422
Chimpanzee,4,327
Chimpanzee,4,906
Chimpanzee,6,2208
Chimpanzee,6,3549
Chimpanzee,6,1335
Chimpanzee,6,1437
Chimpanzee,4,1764
Chimpanzee,4,2568
Chimpanzee,2,429
Chimpanzee,2,411
Chimpanzee,2,513
Chimpanzee,2,222
Chimpanzee,2,210
Chimpanzee,2,201
Chimpanzee,3,2172
Chimpanzee,3,171
Chimpanzee,3,2271
Chimpanzee,3,396
Chimpanzee,3,201
Chimpanzee,6,2013
Chimpanzee,6,1539
Chimpanzee,6,1686
Chimpanzee,6,1521
Chimpanzee,6,1383
Chimpanzee,4,429
Chimpanzee,0,2445
Chimpanzee,6,1296
Chimpanzee,6,1281
Chimpanzee,0,2724
Chimpanzee,0,2652
Chimpanzee,0,2508
Chimpanzee,6,2763
Chimpanzee,6,2616
Chimpanzee,6,2259
Chimpanzee,6,2115
Chimpanzee,6,1404
Chimpanzee,0,1737
Chimpanzee,0,1641
Chimpanzee,0,1599
Chimpanzee,0,252
Chimpanzee,4,4017
Chimpanzee,4,3981
Chimpanzee,4,3951
Chimpanzee,4,396
Chimpanzee,4,393
Chimpanzee,4,1761
Chimpanzee,2,1698
Chimpanzee,2,1572
Chimpanzee,2,1626
Chimpanzee,2,1134
Chimpanzee,2,513
Chimpanzee,0,1692
Chimpanzee,1,2454
Chimpanzee,1,2595
Chimpanzee,1,2520
Chimpanzee,1,1854
Chimpanzee,1,1839
Chimpanzee,3,2019
Chimpanzee,3,2019
Chimpanzee,3,624
Chimpanzee,4,690
Chimpanzee,4,642
Chimpanzee,0,1062
Chimpanzee,3,3531
Chimpanzee,3,3534
Chimpanzee,0,2856
Chimpanzee,0,2784
Chimpanzee,0,477
Chimpanzee,2,1383
Chimpanzee,2,1371
Chimpanzee,2,1050
Chimpanzee,6,681
Chimpanzee,6,1686
Chimpanzee,6,1218
Chimpanzee,3,2061
Chimpanzee,6,1440
Chimpanzee,6,1407
Chimpanzee,6,1377
Chimpanzee,6,378
Chimpanzee,1,3009
Chimpanzee,1,3030
Chimpanzee,1,2904
Chimpanzee,1,3000
Chimpanzee,1,2958
Chimpanzee,1,2850
Chimpanzee,6,3873
Chimpanzee,6,3657
Chimpanzee,6,2856
Chimpanzee,3,1545
Chimpanzee,3,1611
Chimpanzee,1,1833
Chimpanzee,5,2766
Chimpanzee,5,2382
Chimpanzee,5,2427
Chimpanzee,3,2127
Chimpanzee,3,2250
Chimpanzee,3,2145
Chimpanzee,3,2106
Chimpanzee,3,2100
Chimpanzee,0,1323
Chimpanzee,0,1296
Chimpanzee,6,1365
Chimpanzee,4,1050
Chimpanzee,1,2568
Chimpanzee,4,900
Chimpanzee,4,1005
Chimpanzee,4,885
Chimpanzee,4,597
Chimpanzee,6,1296
Chimpanzee,6,2034
Chimpanzee,6,2346
Chimpanzee,6,2166
Chimpanzee,6,2127
Chimpanzee,4,1134
Chimpanzee,4,1143
Chimpanzee,3,3264
Chimpanzee,4,1446
Chimpanzee,4,1302
Chimpanzee,4,1263
Chimpanzee,4,1200
Chimpanzee,6,1377
Chimpanzee,6,1320
Chimpanzee,6,1005
Chimpanzee,6,894
Chimpanzee,6,1041
Chimpanzee,1,1629
Chimpanzee,1,1611
Chimpanzee,1,1611
Chimpanzee,2,621
Chimpanzee,6,1218
Chimpanzee,6,1305
Chimpanzee,6,1176
Chimpanzee,6,1077
Chimpanzee,6,432
Chimpanzee,3,3795
Chimpanzee,4,561
Chimpanzee,4,1128
Chimpanzee,6,960
Chimpanzee,6,429
Chimpanzee,6,903
Chimpanzee,2,5724
Chimpanzee,2,5697
Chimpanzee,2,5745
Chimpanzee,2,789
Chimpanzee,6,1383
Chimpanzee,6,1404
Chimpanzee,6,1365
Chimpanzee,6,1329
Chimpanzee,2,1782
Chimpanzee,2,1794
Chimpanzee,2,1788
Chimpanzee,4,1860
Chimpanzee,4,1845
Chimpanzee,4,1860
Chimpanzee,6,2655
Chimpanzee,4,1590
Chimpanzee,4,1590
Chimpanzee,4,468
Chimpanzee,4,189
Chimpanzee,5,4182
Chimpanzee,5,4032
Chimpanzee,5,3903
Chimpanzee,0,7098
Chimpanzee,3,1731
Chimpanzee,3,1710
Chimpanzee,3,1194
Chimpanzee,4,1986
Chimpanzee,3,3444
Chimpanzee,3,3540
Chimpanzee,3,3408
Chimpanzee,3,525
Chimpanzee,1,1647
Chimpanzee,1,1632
Chimpanzee,1,1677
Chimpanzee,5,3360
Chimpanzee,3,2703
Chimpanzee,3,345
Chimpanzee,3,183
Chimpanzee,3,288
Chimpanzee,3,216
Chimpanzee,3,312
Chimpanzee,4,1383
Chimpanzee,4,1743
Chimpanzee,4,1605
Chimpanzee,4,459
Chimpanzee,4,1722
Chimpanzee,6,1488
Chimpanzee,6,1560
Chimpanzee,6,1533
Chimpanzee,6,1260
Chimpanzee,6,276
Chimpanzee,2,4398
Chimpanzee,2,4359
Chimpanzee,2,1032
Chimpanzee,1,3768
Chimpanzee,1,2940
Chimpanzee,1,3657
Chimpanzee,1,3168
Chimpanzee,6,1311
Chimpanzee,6,1299
Chimpanzee,6,1311
Chimpanzee,6,1299
Chimpanzee,6,1338
Chimpanzee,6,1107
Chimpanzee,6,1245
Chimpanzee,6,1173
Chimpanzee,6,1023
Chimpanzee,1,4092
Chimpanzee,1,3927
Chimpanzee,1,3897
Chimpanzee,1,888
Chimpanzee,3,699
Chimpanzee,3,612
Chimpanzee,0,2127
Chimpanzee,0,2013
Chimpanzee,0,2259
Chimpanzee,0,2088
Chimpanzee,0,1869
Chimpanzee,3,1794
Chimpanzee,3,1878
Chimpanzee,3,1890
Chimpanzee,3,1788
Chimpanzee,3,204
Chimpanzee,3,375
Chimpanzee,6,1809
Chimpanzee,6,1881
Chimpanzee,6,1824
Chimpanzee,6,1818
Chimpanzee,6,1818
Chimpanzee,6,2022
Chimpanzee,6,1605
Chimpanzee,6,1251
Chimpanzee,3,1152
Chimpanzee,3,1152
Chimpanzee,3,663
Chimpanzee,3,171
Chimpanzee,3,318
Chimpanzee,2,447
Chimpanzee,2,522
Chimpanzee,2,264
Chimpanzee,2,420
Chimpanzee,4,1356
Chimpanzee,4,1206
Chimpanzee,3,1158
Chimpanzee,3,948
Chimpanzee,4,894
Chimpanzee,4,897
Chimpanzee,4,1278
Chimpanzee,4,1299
Chimpanzee,3,1305
Chimpanzee,3,2907
Chimpanzee,3,1248
Chimpanzee,6,1209
Chimpanzee,4,948
Chimpanzee,4,909
Chimpanzee,6,6018
Chimpanzee,6,1470
Chimpanzee,6,1860
Chimpanzee,6,1824
Chimpanzee,6,1740
Chimpanzee,6,1449
Chimpanzee,6,1227
Chimpanzee,6,1380
Chimpanzee,6,1431
Chimpanzee,6,1629
Chimpanzee,6,1455
Chimpanzee,4,1185
Chimpanzee,4,921
Chimpanzee,6,1410
Chimpanzee,6,1059
Chimpanzee,4,1815
Chimpanzee,1,2115
Chimpanzee,1,2832
Chimpanzee,1,2748
Chimpanzee,5,2616
Chimpanzee,5,2475
Chimpanzee,5,2514
Chimpanzee,5,2436
Chimpanzee,0,1767
Chimpanzee,6,372
Chimpanzee,6,933
Chimpanzee,6,3981
Chimpanzee,6,3966
Chimpanzee,6,105
Chimpanzee,6,1224
Chimpanzee,6,429
Chimpanzee,6,846
Chimpanzee,6,750
Chimpanzee,6,1017
Chimpanzee,6,504
Chimpanzee,6,540
Chimpanzee,6,8754
Chimpanzee,6,9132
Chimpanzee,3,1695
Chimpanzee,3,1314
Chimpanzee,3,1449
Chimpanzee,2,1398
Chimpanzee,2,351
Chimpanzee,6,813
Chimpanzee,6,168
Chimpanzee,6,1683
Chimpanzee,6,168
Chimpanzee,3,1425
Chimpanzee,3,1092
Chimpanzee,4,1179
Chimpanzee,4,1155
Chimpanzee,4,1380
Chimpanzee,4,1131
Chimpanzee,4,309
Chimpanzee,0,1959
Chimpanzee,0,1803
Chimpanzee,0,1581
Chimpanzee,0,1950
Chimpanzee,2,6477
Chimpanzee,2,6378
Chimpanzee,6,594
Chimpanzee,4,798
Chimpanzee,4,420
Chimpanzee,4,1386
Chimpanzee,4,1059
Chimpanzee,6,1878
Chimpanzee,6,1803
Chimpanzee,6,1536
Chimpanzee,6,1524
Chimpanzee,6,2046
Chimpanzee,6,2322
Chimpanzee,6,1995
Chimpanzee,6,1896
Chimpanzee,6,1836
Chimpanzee,6,1704
Chimpanzee,4,486
Chimpanzee,4,414
Chimpanzee,4,246
Chimpanzee,3,1158
Chimpanzee,3,1143
Chimpanzee,3,1023
Chimpanzee,3,567
Chimpanzee,3,1761
Chimpanzee,2,2265
Chimpanzee,2,2427
Chimpanzee,0,2394
Chimpanzee,0,1989
Chimpanzee,0,1509
Chimpanzee,4,7536
Chimpanzee,4,7527
Chimpanzee,6,2358
Chimpanzee,6,2265
Chimpanzee,6,1824
Chimpanzee,6,1149
Chimpanzee,6,1209
Chimpanzee,3,1521
Chimpanzee,3,1446
Chimpanzee,3,1005
Chimpanzee,3,1623
Chimpanzee,6,972
Chimpanzee,6,2004
Chimpanzee,6,1938
Chimpanzee,0,18921
Chimpanzee,0,579
Chimpanzee,3,2121
Chimpanzee,3,2127
Chimpanzee,3,2121
Chimpanzee,5,4740
Chimpanzee,5,4710
Chimpanzee,5,4701
Chimpanzee,5,3978
Chimpanzee,5,5136
Chimpanzee,5,5124
Chimpanzee,5,5073
Chimpanzee,5,4959
Chimpanzee,5,5094
Chimpanzee,5,4917
Chimpanzee,0,1632
Chimpanzee,0,906
Chimpanzee,0,1626
Chimpanzee,6,1185
Chimpanzee,6,1992
Chimpanzee,6,1992
Chimpanzee,6,1860
Chimpanzee,4,600
Chimpanzee,1,1575
Chimpanzee,1,1551
Chimpanzee,1,1620
Chimpanzee,6,1746
Chimpanzee,6,1782
Chimpanzee,6,1515
Chimpanzee,6,1602
Chimpanzee,6,273
Chimpanzee,4,1056
Chimpanzee,4,1011
Chimpanzee,4,639
Chimpanzee,6,1329
Chimpanzee,4,2112
Chimpanzee,6,2736
Chimpanzee,6,1806
Chimpanzee,6,1287
Chimpanzee,6,288
Chimpanzee,4,1218
Chimpanzee,4,1455
Chimpanzee,4,681
Chimpanzee,4,777
Chimpanzee,4,783
Chimpanzee,3,1413
Chimpanzee,0,1587
Chimpanzee,3,4539
Chimpanzee,3,4548
Chimpanzee,3,4380
Chimpanzee,4,2649
Chimpanzee,1,2814
Chimpanzee,1,2766
Chimpanzee,1,2838
Chimpanzee,5,2934
Chimpanzee,5,2682
Chimpanzee,5,2907
Chimpanzee,5,2487
Chimpanzee,5,2415
Chimpanzee,5,1383
Chimpanzee,5,1203
Chimpanzee,5,2589
Chimpanzee,5,2424
Chimpanzee,5,2406
Chimpanzee,5,2241
Chimpanzee,6,1398
Chimpanzee,6,387
Chimpanzee,6,1005
Chimpanzee,6,1008
Chimpanzee,6,375
Chimpanzee,6,690
Chimpanzee,6,546
Chimpanzee,6,408
Chimpanzee,6,321
Chimpanzee,6,1182
Chimpanzee,3,1434
Chimpanzee,2,1638
Chimpanzee,2,1974
Chimpanzee,2,1356
Chimpanzee,2,4233
Chimpanzee,2,4419
Chimpanzee,2,4377
Chimpanzee,2,4293
Chimpanzee,2,4368
Chimpanzee,2,4164
Chimpanzee,2,2421
Chimpanzee,4,2199
Chimpanzee,4,2133
Chimpanzee,6,915
Chimpanzee,6,645
Chimpanzee,6,897
Chimpanzee,4,1662
Chimpanzee,4,1731
Chimpanzee,4,1521
Chimpanzee,4,1071
Chimpanzee,4,1455
Chimpanzee,4,1503
Chimpanzee,4,1500
Chimpanzee,4,1800
Chimpanzee,4,1656
Chimpanzee,4,1779
Chimpanzee,5,2343
Chimpanzee,1,3417
Chimpanzee,1,1140
Chimpanzee,6,1245
Chimpanzee,6,903
Chimpanzee,0,1200
Chimpanzee,6,1878
Chimpanzee,1,1986
Chimpanzee,6,231
Chimpanzee,6,522
Chimpanzee,6,234
Chimpanzee,0,4161
Chimpanzee,0,4041
Chimpanzee,0,4032
Chimpanzee,6,675
Chimpanzee,6,588
Chimpanzee,2,2343
Chimpanzee,2,1176
Chimpanzee,2,1953
Chimpanzee,0,1143
Chimpanzee,0,1116
Chimpanzee,4,1374
Chimpanzee,4,1503
Chimpanzee,6,852
Chimpanzee,6,822
Chimpanzee,6,912
Chimpanzee,6,924
Chimpanzee,6,900
Chimpanzee,6,771
Chimpanzee,6,1161
Chimpanzee,6,1341
Chimpanzee,6,1344
Chimpanzee,6,1158
Chimpanzee,6,1050
Chimpanzee,6,1257
Chimpanzee,2,1308
Chimpanzee,0,1191
Chimpanzee,0,1428
Chimpanzee,0,1041
Chimpanzee,0,1254
Chimpanzee,0,963
Chimpanzee,1,2040
Chimpanzee,1,2028
Chimpanzee,3,3192
Chimpanzee,3,3297
Chimpanzee,1,3159
Chimpanzee,1,3291
Chimpanzee,1,3342
Chimpanzee,1,3261
Chimpanzee,1,3198
Chimpanzee,1,3174
Chimpanzee,1,3021
Chimpanzee,1,2757
Chimpanzee,1,375
Chimpanzee,2,5847
Chimpanzee,2,5733
Chimpanzee,2,5718
Chimpanzee,2,4518
Chimpanzee,2,5613
Chimpanzee,2,5664
Chimpanzee,2,5715
Chimpanzee,2,387
Chimpanzee,1,2082
Chimpanzee,1,1980
Chimpanzee,1,1452
Chimpanzee,6,1440
Chimpanzee,6,1356
Chimpanzee,6,1461
Chimpanzee,6,1392
Chimpanzee,6,1371
Chimpanzee,6,1410
Chimpanzee,6,1407
Chimpanzee,6,663
Chimpanzee,3,1434
Chimpanzee,3,753
Chimpanzee,3,750
Chimpanzee,6,330
Chimpanzee,6,207
Chimpanzee,6,225
Chimpanzee,6,300
Chimpanzee,6,1170
Chimpanzee,6,2748
Chimpanzee,6,216
Chimpanzee,5,2418
Chimpanzee,3,1443
Chimpanzee,3,201
Chimpanzee,3,693
Chimpanzee,3,942
Chimpanzee,3,840
Chimpanzee,3,693
Chimpanzee,4,996
Chimpanzee,5,852
Chimpanzee,5,870
Chimpanzee,6,927
Chimpanzee,6,873
Chimpanzee,6,975
Chimpanzee,6,1308
Chimpanzee,6,1296
Chimpanzee,6,1128
Chimpanzee,6,1116
Chimpanzee,6,1299
Chimpanzee,6,1230
Chimpanzee,5,852
Chimpanzee,5,855
Chimpanzee,5,405
Chimpanzee,5,303
Chimpanzee,5,1539
Chimpanzee,5,1692
Chimpanzee,6,717
Chimpanzee,6,1353
Chimpanzee,6,1356
Chimpanzee,3,2328
Chimpanzee,3,2256
Chimpanzee,3,2355
Chimpanzee,3,204
Chimpanzee,4,513
Chimpanzee,4,1707
Chimpanzee,2,2409
Chimpanzee,2,2382
Chimpanzee,2,2394
Chimpanzee,6,1977
Chimpanzee,6,1965
Chimpanzee,6,1956
Chimpanzee,6,2022
Chimpanzee,6,1911
Chimpanzee,6,1344
Chimpanzee,6,1518
Chimpanzee,6,435
Chimpanzee,6,1518
Chimpanzee,6,1170
Chimpanzee,6,1092
Chimpanzee,6,732
Chimpanzee,6,852
Chimpanzee,6,711
Chimpanzee,1,1896
Chimpanzee,1,1830
Chimpanzee,1,156
Chimpanzee,4,1452
Chimpanzee,0,1392
Chimpanzee,0,1689
Chimpanzee,0,1773
Chimpanzee,0,1665
Chimpanzee,0,1431
Chimpanzee,0,4569
Chimpanzee,0,2187
Chimpanzee,6,843
Chimpanzee,1,2472
Chimpanzee,1,2892
Chimpanzee,0,2859
Chimpanzee,6,996
Chimpanzee,4,1545
Chimpanzee,1,3246
Chimpanzee,1,3375
Chimpanzee,1,2931
Chimpanzee,1,1407
Chimpanzee,1,3354
Chimpanzee,1,3357
Chimpanzee,6,1233
Chimpanzee,6,567
Chimpanzee,6,369
Chimpanzee,0,3669
Chimpanzee,0,3666
Chimpanzee,0,3753
Chimpanzee,0,3750
Chimpanzee,0,3558
Chimpanzee,0,3648
Chimpanzee,1,2334
Chimpanzee,6,2244
Chimpanzee,6,2256
Chimpanzee,6,2358
Chimpanzee,6,2088
Chimpanzee,6,2241
Chimpanzee,6,2223
Chimpanzee,0,2901
Chimpanzee,0,3054
Chimpanzee,0,3012
Chimpanzee,0,3006
Chimpanzee,0,2982
Chimpanzee,0,2988
Chimpanzee,0,2913
Chimpanzee,0,2913
Chimpanzee,0,2889
Chimpanzee,0,2811
Chimpanzee,4,1638
Chimpanzee,4,1614
Chimpanzee,4,1764
Chimpanzee,4,1686
Chimpanzee,4,1128
Chimpanzee,4,1098
Chimpanzee,0,1731
Chimpanzee,0,1683
Chimpanzee,0,1953
Chimpanzee,3,966
Chimpanzee,3,657
Chimpanzee,5,3315
Chimpanzee,5,3243
Chimpanzee,5,2718
Chimpanzee,5,1305
Chimpanzee,6,1851
Chimpanzee,6,2736
Chimpanzee,6,2187
Chimpanzee,6,1200
Chimpanzee,4,1110
Chimpanzee,4,969
Chimpanzee,4,984
Chimpanzee,0,2733
Chimpanzee,0,2142
Chimpanzee,0,2130
Chimpanzee,0,657
Chimpanzee,6,6330
Chimpanzee,6,1275
Chimpanzee,4,1116
Chimpanzee,4,1092
Chimpanzee,3,939
Chimpanzee,3,966
Chimpanzee,0,1842
Chimpanzee,1,1614
Chimpanzee,1,1605
Chimpanzee,1,1449
Chimpanzee,1,1215
Chimpanzee,5,1197
Chimpanzee,3,1932
Chimpanzee,3,687
Chimpanzee,4,1152
Chimpanzee,1,1584
Chimpanzee,1,549
Chimpanzee,0,1074
Chimpanzee,5,1944
Chimpanzee,5,2001
Chimpanzee,6,987
Chimpanzee,3,2001
Chimpanzee,3,690
Dog,4,204
Dog,4,681
Dog,6,1044
Dog,6,1044
Dog,0,966
Dog,6,483
Dog,0,1515
Dog,0,1095
Dog,0,1113
Dog,0,996
Dog,0,1083
Dog,6,819
Dog,6,1071
Dog,0,939
Dog,0,1083
Dog,0,1002
Dog,6,273
Dog,0,1038
Dog,0,1026
Dog,0,1008
Dog,0,1098
Dog,0,960
Dog,6,585
Dog,0,1410
Dog,0,1122
Dog,0,1071
Dog,6,1041
Dog,0,1329
Dog,0,1089
Dog,6,459
Dog,0,1182
Dog,0,1005
Dog,0,1020
Dog,0,1263
Dog,0,1041
Dog,0,993
Dog,3,1782
Dog,0,1068
Dog,6,723
Dog,0,1143
Dog,6,1131
Dog,0,978
Dog,6,543
Dog,0,1020
Dog,6,504
Dog,0,1092
Dog,0,906
Dog,3,2052
Dog,3,2094
Dog,6,1521
Dog,6,1464
Dog,6,780
Dog,6,1317
Dog,4,1053
Dog,0,1773
Dog,0,1014
Dog,4,795
Dog,2,2274
Dog,0,1698
Dog,0,1248
Dog,0,1017
Dog,0,1302
Dog,6,522
Dog,0,1119
Dog,6,1026
Dog,0,1008
Dog,0,3588
Dog,5,1611
Dog,5,1596
Dog,6,1449
Dog,4,2214
Dog,6,1410
Dog,0,1515
Dog,0,2883
Dog,3,1158
Dog,6,915
Dog,3,1305
Dog,6,1440
Dog,6,1260
Dog,6,504
Dog,6,1161
Dog,6,1146
Dog,4,1602
Dog,6,2292
Dog,4,450
Dog,1,1584
Dog,4,627
Dog,0,1260
Dog,0,1212
Dog,0,1215
Dog,6,2178
Dog,4,918
Dog,4,909
Dog,6,1311
Dog,6,1278
Dog,6,1410
Dog,6,1845
Dog,6,1875
Dog,4,1659
Dog,6,8529
Dog,6,8148
Dog,3,1065
Dog,3,945
Dog,3,408
Dog,3,1548
Dog,0,1635
Dog,6,1428
Dog,3,1122
Dog,3,1215
Dog,6,489
Dog,4,1263
Dog,4,1299
Dog,5,2385
Dog,6,915
Dog,6,1014
Dog,1,1626
Dog,5,3345
Dog,2,3813
Dog,2,2802
Dog,1,3558
Dog,4,1266
Dog,2,2256
Dog,6,747
Dog,3,1932
Dog,3,1980
Dog,6,1356
Dog,6,1275
Dog,6,5880
Dog,3,1488
Dog,3,1353
Dog,6,1860
Dog,6,318
Dog,6,606
Dog,3,1542
Dog,6,1455
Dog,6,1326
Dog,2,1782
Dog,0,2427
Dog,0,2787
Dog,6,1440
Dog,6,3153
Dog,3,1656
Dog,3,1725
Dog,3,1725
Dog,0,1152
Dog,0,1785
Dog,4,1878
Dog,6,2766
Dog,6,2733
Dog,5,2394
Dog,1,3396
Dog,1,3450
Dog,0,18906
Dog,0,4587
Dog,0,3075
Dog,4,1194
Dog,0,1842
Dog,4,1080
Dog,0,3987
Dog,0,3588
Dog,3,1695
Dog,4,1239
Dog,6,1293
Dog,0,1329
Dog,6,519
Dog,6,582
Dog,3,2712
Dog,4,1002
Dog,0,2541
Dog,6,1698
Dog,6,1557
Dog,1,3417
Dog,2,4440
Dog,2,7002
Dog,2,3255
Dog,3,1359
Dog,6,819
Dog,2,3210
Dog,2,3177
Dog,2,4308
Dog,6,1137
Dog,0,1053
Dog,0,2070
Dog,6,1404
Dog,6,1440
Dog,0,1650
Dog,0,8988
Dog,1,7032
Dog,6,1425
Dog,5,2394
Dog,5,2277
Dog,6,1200
Dog,0,1734
Dog,6,2301
Dog,0,1026
Dog,0,1005
Dog,4,954
Dog,0,4002
Dog,0,4005
Dog,3,957
Dog,4,411
Dog,0,1035
